Document Title,Authors,Publication Year,PDF Link,Implementation?,Abstract Summary
Diverse Generation for Multi-Agent Sports Games,R. A. Yeh; A. G. Schwing; J. Huang; K. Murphy,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953867,NO,"We also measure the distribution of statistics of interest, such as player location or velocity, and show that the distribution induced by our generative model better matches the empirical distribution of the test set. Finally, we show that our model can perform conditional prediction, which lets us answer counterfactual questions such as “how will the players move differently if A passes the ball to B instead of C?”"
STCrowd: A Multimodal Dataset for Pedestrian Perception in Crowded Scenes,P. Cong; X. Zhu; F. Qiao; Y. Ren; X. Peng; Y. Hou; L. Xu; R. Yang; D. Manocha; Y. Ma,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880203,YES,"In addition, considering the property of sparse global distribution and density-varying local distribution of pedestrians, we further propose a novel method, Density-aware Hierarchical heatmap Aggregation (DHA), to enhance pedestrian perception in crowded scenes. However, existing benchmarks either only provide 2D annotations, or have limited 3D annotations with low-density pedestrian distribution, making it difficult to build a reliable pedestrian perception system especially in crowded scenes."
Optimal Transport Minimization: Crowd Localization on Density Maps for Semi-Supervised Counting,W. Lin; A. B. Chan,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205094,YES,"However, most methods do not further explore the ability to localize people in the density map, with those few works adopting simple methods, like finding the local peaks in the density map. The objective of OT-M is to find a target point map that has the minimal Sinkhorn distance with the input density map, and we propose an iterative algorithm to compute the solution."
Cross-View Cross-Scene Multi-View Crowd Counting,Q. Zhang; W. Lin; A. B. Chan,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9577502,NO,"To dynamically handle the challenge of optimal view fusion under scene and camera layout change and non-correspondence noise due to camera calibration errors or erroneous features, we propose a CVCS model that attentively selects and fuses multiple views together using camera layout geometry, and a noise view regularization method to train the model to handle non-correspondence errors. We also generate a large synthetic multi-camera crowd counting dataset with a large number of scenes and camera views to capture many possible variations, which avoids the difficulty of collecting and annotating such a large real dataset."
Bi-level Alignment for Cross-Domain Crowd Counting,S. Gong; S. Zhang; J. Yang; D. Dai; B. Schiele,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9878759,YES,"To reduce the domain gap between the synthetic and real data, we design a bi-level alignment framework (BLA) consisting of (1) task-driven data alignment and (2) fine-grained feature alignment. To avoid reliance on such annotations, previous works apply unsupervised domain adaptation (UDA) techniques by transferring knowledge learned from easily accessible synthetic data to real-world datasets."
Towards Professional Level Crowd Annotation of Expert Domain Data,P. Wang; N. Vasconcelos,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204827,NO,"To enable annotation by non-experts, classes are specified implicitly, via positive and negative sets of examples and augmented with deliberative explanations, which highlight regions of class ambiguity. It is a human-in-the-loop SSL method, where crowd-source workers act as filters of pseudo-labels, replacing the unreliable confidence thresholding used by state-of-the-art SSL methods."
LaPred: Lane-Aware Prediction of Multi-Modal Future Trajectories of Dynamic Agents,B. Kim; S. H. Park; S. Lee; E. Khoshimjonov; D. Kum; J. Kim; J. S. Kim; J. W. Choi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578925,NO,"It is paramount to develop a prediction model that can exploit the contextual information in both static and dynamic environments surrounding the target agent and generate diverse trajectory samples that are meaningful in a traffic context. In this paper, we address the problem of predicting the future motion of a dynamic agent (called a target agent) given its current and past states as well as the information on its environment."
NeRF-DS: Neural Radiance Fields for Dynamic Specular Objects,Z. Yan; C. Li; G. H. Lee,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204790,YES,"Although it warps moving points across frames from the observation spaces to a common canonical space for rendering, dynamic NeRF does not model the change of the reflected color during the warping. The experimental results demonstrate that our method significantly improves the reconstruction quality of moving specular objects from monocular RGB videos compared to the existing NeRF models."
Crowd Activity Change Point Detection in Videos via Graph Stream Mining,M. Yang; L. Rashidi; S. Rajasegarar; C. Leckie; A. S. Rao; M. Palaniswami,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575520,NO,"In our proposed novel framework, a hyperspherical clustering algorithm is utilized for the automatic identification of interesting regions, then the density of pedestrian flows between every pair of interesting regions over consecutive time intervals is monitored and represented as a sequence of adjacency matrices where the direction and density of flows are captured through a directed graph. In this work, we address this task by proposing a novel activity change point detection method to identify crowd movement anomalies for video surveillance."
MotionDiffuser: Controllable Multi-Agent Motion Prediction Using Diffusion,C. “. Jiang; A. Cornman; C. Park; B. Sapp; Y. Zhou; D. Anguelov,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203706,NO,"Furthermore, we utilize a compressed trajectory representation via PCA, which improves model performance and allows for efficient computation of the exact sample log probability. Second, the simple predictor design requires only a single L2 loss training objective, and does not depend on trajectory anchors."
OcTr: Octree-Based Transformer for 3D Object Detection,C. Zhou; Y. Zhang; J. Chen; D. Huang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203760,NO,"It first constructs a dynamic octree on the hierarchical feature pyramid through conducting self-attention on the top level and then recursively propagates to the level below restricted by the octants, which captures rich global context in a coarse-to-fine manner while maintaining the computational complexity under control. Albeit recent efforts made by Transformers with the long sequence modeling capability, they fail to properly balance the accuracy and efficiency, suffering from inadequate receptive fields or coarse-grained holistic correlations."
"Point in, Box Out: Beyond Counting Persons in Crowds",Y. Liu; M. Shi; Q. Zhao; X. Wang,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953871,NO,"An online updating scheme is introduced to refine the pseudo ground truth during training; while a locally-constrained regression loss is designed to provide additional constraints on the size of the predicted boxes in a local neighborhood. The detection-based methods, on the other hand, have not been largely explored in recent trends of crowd counting due to the needs for expensive bounding box annotations."
SLOPER4D: A Scene-Aware Dataset for Global 4D Human Pose Estimation in Urban Environments,Y. Dai; Y. Lin; X. Lin; C. Wen; L. Xu; H. Yi; S. Shen; Y. Ma; C. Wang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204011,NO,"Even-tually, SLOPER4D consists of 15 sequences of human motions, each of which has a trajectory length of more than 200 meters (up to 1,300 meters) and covers an area of more than 200 m2 (up to 30,000 m2), including more than 100k LiDAR frames, 300k video frames, and 500k IMU-based motion frames. To obtain accurate 3D ground truth in such large dynamic scenes, we propose a joint optimization method to fit local SMPL meshes to the scene and fine-tune the camera calibration during dynamic motions frame by frame, resulting in plausible and scene-natural 3D human poses."
EqMotion: Equivariant Multi-Agent Motion Prediction with Invariant Interaction Reasoning,C. Xu; R. T. Tan; Y. Tan; S. Chen; Y. G. Wang; X. Wang; Y. Wang,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10205349,YES,"To further promote more comprehensive motion features, we propose an invariant pattern feature learning module to learn an invariant pattern feature, which cooperates with the equivariant geometric feature to enhance network expressiveness. Experimental results show that our method is not only generally applicable, but also achieves state-of-the-art prediction performances on all the four tasks, improving by 24.0/30.1/8.6/9.2%."
Residual Regression With Semantic Prior for Crowd Counting,J. Wan; W. Luo; B. Wu; A. B. Chan; W. Liu,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954128,NO,"Although recent deep learning based counting algorithms have achieved a great progress, the correlation knowledge among samples and the semantic prior have not yet been fully exploited. By incorporating such information into our network, we discover that more intrinsic characteristics can be learned by the network which thus generalizes better to unseen scenarios."
DynamicStereo: Consistent Dynamic Depth from Stereo Videos,N. Karaev; I. Rocco; B. Graham; N. Neverova; A. Vedaldi; C. Rupprecht,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10203742,YES,"We also introduce Dynamic Replica, a new bench-mark dataset containing synthetic videos of people and ani-mals in scanned environments, which provides complemen-tary training and evaluation data for dynamic stereo closer to real applications than existing datasets. Training with this dataset further improves the quality of predictions of our proposed DynamicStereo as well as prior methods."
TRACE: 5D Temporal Regression of Avatars with Dynamic Cameras in 3D Environments,Y. Sun; Q. Bao; W. Liu; T. Mei; M. J. Black,2023,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10204771,YES,"Although the estimation of 3D human pose and shape (HPS) is rapidly progressing, current methods still cannot reliably estimate moving humans in global coordinates, which is critical for many applications. To address these issues, we adopt a novel 5D representation (space, time, and identity) that enables end-to-end reasoning about people in scenes."
CrowdPose: Efficient Crowded Scenes Pose Estimation and a New Benchmark,J. Li; C. Wang; H. Zhu; Y. Mao; H. -S. Fang; C. Lu,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954341,NO,"In this paper, we propose a novel and efficient method to tackle the problem of pose estimation in the crowd and a new dataset to better evaluate algorithms. With multi-peak prediction for each joint and global association using the graph model, our method is robust to inevitable interference in crowded scenes and very efficient in inference."
Crowd Counting and Density Estimation by Trellis Encoder-Decoder Networks,X. Jiang; Z. Xiao; B. Zhang; X. Zhen; X. Cao; D. Doermann; L. Shao,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954254,NO,"First, we develop a new trellis architecture that incorporates multiple decoding paths to hierarchically aggregate features at different encoding stages, which improves the representative capability of convolutional features for large variations in objects. Finally, on four widely-used benchmarks, our TEDnet achieves the best overall performance in terms of both density map quality and counting accuracy, with an improvement up to 14% in MAE metric."
Leveraging Heterogeneous Auxiliary Tasks to Assist Crowd Counting,M. Zhao; J. Zhang; C. Zhang; W. Zhang,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8953875,NO,"We identify three geometric/semantic/numeric attributes essentially important to the density estimation, and demonstrate how to effectively utilize these heterogeneous attributes to assist the crowd counting by formulating them into multiple auxiliary tasks. With the multi-fold regularization effects induced by the auxiliary tasks, the backbone CNN model is driven to embed desired properties explicitly and thus gains robust representations towards more accurate density estimation."
Crowd Counting in the Frequency Domain,W. Shu; J. Wan; K. C. Tan; S. Kwong; A. B. Chan,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9879332,NO,"We prove that our loss function is an upper bound of the pseudo sup norm metric between the ground truth and the prediction density map (over all of their sub-regions), and demonstrate its efficacy and efficiency versus other loss functions. By transforming the density map into the frequency domain and using the properties of the characteristic function, we propose a novel method that is simple, effective, and efficient."
Action4D: Online Action Recognition in the Crowd and Clutter,Q. You; H. Jiang,2019,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8954340,NO,"Our method paves the way to action recognition in the real-world applications and is ready to be deployed to enable smart homes, smart factories and smart stores. We propose to tackle this challenging problem using a holistic 4D ``scan'' of a cluttered scene to include every detail about the people and environment."
What do navigation agents learn about their environment?,K. Dwivedi; G. Roig; A. Kembhavi; R. Mottaghi,2022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9880337,NO,"We demonstrate interesting insights about navigation agents using iSEE, including the ability to encode reachable locations (to avoid obstacles), visibility of the target, progress from the initial spawn location as well as the dramatic effect on the behaviors of agents when we mask out critical individual neurons. While past works have explored interpreting deep learning models, little attention has been devoted to interpreting embodied AI systems, which often involve reasoning about the structure of the environment, target characteristics and the outcome of one's actions."
"Detection, Tracking, and Counting Meets Drones in Crowds: A Benchmark",L. Wen; D. Du; P. Zhu; Q. Hu; Q. Wang; L. Bo; S. Lyu,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578305,NO,"To promote the developments of object detection, tracking and counting algorithms in drone-captured videos, we construct a benchmark with a new drone-captured large-scale dataset, named as DroneCrowd, formed by 112 video clips with 33, 600 HD frames in various scenarios. To exploit the context information of neighboring objects, we design the neighboring context loss to guide the association subnet training, which enforces consistent relative position of nearby objects in temporal domain."
Interpretable Social Anchors for Human Trajectory Forecasting in Crowds,P. Kothari; B. Sifringer; A. Alahi,2021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9578212,NO,"To overcome this limitation, we leverage the power of discrete choice models to learn interpretable rule-based intents, and subsequently utilise the expressibility of neural networks to model scene-specific residual. Human trajectory forecasting in crowds, at its core, is a sequence prediction problem with specific challenges of capturing inter-sequence dependencies (social interactions) and consequently predicting socially-compliant multimodal distributions."
Ambiance in Social Media Venues: Visual Cue Interpretation by Machines and Crowds,G. Can; Y. Benkhedda; D. Gatica-Perez,2018,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575486,NO,"This form of visual explanation obtained from the trained ResNet-50 models were assessed by crowdworkers based on a carefully designed crowdsourcing task, in which both visual ambiance cues of venues and subjective assessment of Grad-CAM results were collected and analyzed. The results show that paintings, photos, and decorative items are strong cues for artsy ambiance, whereas type of utensils, type of lamps and presence of flowers may indicate formal ambiance."
